user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
adamwarlock2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexadorable,0,0,0,2,8,13,1,62,153,123,79,1,87,0,0,0,0,0,0,0,0,0,0,0,529
Armando,44,32,11,27,0,0,0,0,17,74,102,114,26,0,0,0,0,0,0,0,0,0,0,0,447
Ashtar_Sheron_GLF,0,0,0,0,0,0,2,0,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Barinade88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bokchoiii,8,46,104,0,0,0,0,188,302,260,47,79,31,0,0,0,0,0,0,0,0,0,0,0,1065
breezyexcursion,56,8,0,21,0,0,0,0,0,0,0,48,60,0,0,0,0,0,0,0,0,0,0,0,193
ChrasSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chucky,4,39,5,0,0,0,0,0,0,0,20,12,68,0,0,0,0,0,0,0,0,0,0,0,148
cmc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadmachine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daffadilio,0,49,70,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
damien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEKMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DragonPick,2,9,21,0,0,0,0,0,31,22,67,27,0,0,0,0,0,0,0,0,0,0,0,0,179
Drewnami,1,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Error1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
