user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,0,0,0,3,6,1,0,1,5,82,142,3,7,4,0,11,7,0,0,0,0,0,0,272
Armando,16,10,6,1,0,0,0,0,3,72,70,86,28,6,32,39,78,14,25,53,0,0,0,0,539
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barinade88,3,0,6,0,0,0,0,0,1,0,55,102,42,36,0,15,14,43,23,0,0,0,0,0,340
bokchoiii,0,1,8,0,0,0,0,0,0,0,115,241,79,30,4,17,0,0,66,115,0,0,0,0,676
breezyexcursion,5,0,0,0,0,0,0,0,8,3,0,19,21,0,0,0,1,5,19,22,0,0,0,0,103
ChrasSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chucky,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,15
cmc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadmachine,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,7
DragonPick,0,0,0,0,0,0,0,0,3,0,0,1,0,10,3,19,33,21,2,0,0,0,0,0,92
Error1355,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
evae,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Flam,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FriggleFraggles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
GG_Zeni,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,32
Heyzeus,4,28,0,0,0,0,0,0,6,0,0,3,13,0,14,5,37,12,41,39,0,0,0,0,202
Hiten,0,0,0,0,0,0,0,0,0,0,48,101,61,56,18,50,139,28,10,29,0,0,0,0,540
Hosea,6,0,0,0,0,0,0,1,1,5,16,9,14,11,2,1,2,0,0,0,0,0,0,0,68
jeremy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,96,0,0,0,0,0,0,0,0,120
John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Komb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MegaTech,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MrMallard,2,5,0,0,3,0,0,0,0,45,32,79,29,58,27,0,4,3,0,0,0,0,0,0,287
Musicaä,1,0,0,0,1,3,0,0,0,43,3,139,17,36,12,9,19,32,77,44,0,0,0,0,436
My_Own_Persona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,0,9
NigerianKnightmare,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
Paul,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
renavlt,5,0,0,0,0,0,0,0,0,0,51,93,21,95,7,0,0,5,39,31,0,0,0,0,347
SaltyPirate,3,0,2,0,0,0,0,0,0,1,0,5,8,0,5,22,2,0,0,0,0,0,0,0,48
Sicachu,7,36,8,0,0,0,0,0,0,0,0,0,3,93,26,22,57,27,31,29,0,0,0,0,339
Skullface,1,2,0,0,0,0,0,0,14,32,0,17,9,0,2,0,0,0,0,29,0,0,0,0,106
soup,1,0,0,0,0,1,2,0,0,0,0,0,0,0,4,3,0,0,6,8,0,0,0,0,25
Tatsumaki,2,0,0,0,0,2,0,0,2,1,14,24,15,25,6,13,0,3,5,1,0,0,0,0,113
teef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,1,0,0,0,0,0,0,0,19
TheSwaggersaurus,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TK,0,2,0,0,0,0,0,0,0,0,0,0,8,16,11,3,0,42,25,1,0,0,0,0,108
Vulgorn,3,1,1,1,0,7,3,1,0,14,0,172,5,0,0,0,0,0,0,0,0,0,0,0,208
wlof,0,0,0,0,0,0,0,4,8,1,8,1,11,5,7,3,7,3,0,0,0,0,0,0,58
CECHAT,87,94,35,3,8,19,6,6,47,222,498,1242,406,492,214,362,406,245,371,404,0,0,0,0,5167
