user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,0,0,0,0,0,0,0,0,0,0,4,0,11,1,0,1,0,0,0,0,0,0,0,17
Armando,26,3,0,0,0,0,0,0,0,0,0,0,0,6,2,2,36,24,0,8,30,11,63,41,252
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,2,0,0,0,0,0,12
Barinade88,0,0,0,0,0,0,0,0,0,0,10,12,22,46,20,39,54,4,40,63,46,47,18,0,421
bokchoiii,0,9,0,7,3,0,0,0,0,0,4,33,105,256,7,3,22,20,15,0,0,0,0,0,484
breezyexcursion,7,0,0,0,0,0,0,0,1,2,4,6,0,0,6,2,0,0,10,8,4,4,12,81,147
ChrasSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
Chucky,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,1,1,0,18
cmc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadmachine,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,7
DEKMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DragonPick,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,3,6,0,0,0,0,20,44
Error1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evae,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,33,90
Flam,0,4,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,32
FriggleFraggles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12
GG_Zeni,0,0,0,0,0,0,0,0,0,0,0,7,28,6,1,1,0,0,0,0,0,0,0,0,43
Heyzeus,4,9,1,0,0,0,0,0,8,6,17,19,1,2,5,0,6,5,0,0,0,5,3,9,100
Hiten,0,0,0,0,0,0,0,1,1,63,25,60,27,48,25,44,39,0,16,60,126,24,46,34,639
Hosea,0,0,0,0,0,0,0,0,7,1,0,0,13,2,1,0,0,2,21,4,16,2,0,0,69
jeremy,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,24,44,4,93
Komb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
MegaTech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MrMallard,0,0,2,0,0,0,0,0,1,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,46
Musicaä,0,0,1,1,0,0,1,1,1,0,0,12,0,33,2,5,9,27,54,0,0,0,0,0,147
My_Own_Persona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NigerianKnightmare,0,0,0,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,1,0,0,33
Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
renavlt,0,0,0,0,0,0,0,0,0,8,4,28,50,34,11,29,35,17,29,17,59,28,34,8,391
SaltyPirate,1,0,0,0,0,0,0,0,0,0,0,8,1,4,13,0,5,0,0,0,0,0,0,0,32
Sicachu,27,16,0,18,0,0,0,0,0,39,27,90,93,142,7,56,20,13,6,55,83,0,0,16,708
Skullface,0,0,0,0,0,0,1,0,3,0,0,3,2,30,0,0,1,0,0,0,3,1,0,0,44
soup,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,42,28,5,12,107
Tatsumaki,5,0,0,0,0,0,0,1,1,0,2,2,5,2,12,9,3,6,13,10,3,14,3,1,92
teef,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,3,0,17
teepan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,23
TheSwaggersaurus,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,0,0,0,0,11,0,25
TK,0,0,0,0,0,0,0,0,0,0,0,2,14,32,11,4,24,29,3,2,0,12,5,60,198
Vulgorn,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
wlof,0,0,0,0,0,0,0,1,3,1,2,9,3,0,2,8,9,2,6,16,7,0,0,0,69
znnsk,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20
CECHAT,97,52,17,44,19,0,2,4,26,135,123,316,384,682,140,211,284,176,248,259,432,203,297,323,4474
