user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,3,86,2,11,8,0,1,5,1,0,5,26,0,0,0,0,0,0,0,0,0,0,0,148
Armando,188,84,79,1,0,0,0,0,0,0,0,0,46,53,62,38,15,6,17,4,15,17,66,21,712
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
bokchoiii,15,70,111,3,0,0,0,0,0,33,51,92,10,98,80,0,0,0,15,91,25,0,0,0,694
breezyexcursion,26,0,0,0,0,0,0,0,1,14,2,0,0,25,16,0,0,0,20,51,45,32,7,0,239
ChrasSC,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,14
DragonPick,12,0,0,0,13,21,0,0,10,19,7,0,0,6,11,6,31,1,2,0,0,0,3,0,142
evae,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,5,150
Flam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
FriggleFraggles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
fvckboiipao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
Heyzeus,76,32,14,0,0,0,0,1,3,6,9,25,14,4,12,0,2,20,13,24,21,17,13,4,310
Hiten,28,0,0,0,0,0,0,0,6,19,21,35,32,0,40,68,82,38,31,2,27,15,0,0,444
Hosea,0,0,0,0,0,0,2,2,6,12,19,2,3,12,0,17,4,6,1,34,0,41,25,0,186
jeremy,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,23
John,0,0,0,0,0,0,5,0,0,0,6,71,40,48,122,0,0,42,72,51,38,75,49,19,638
MegaTech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,6,0,0,0,11
MrMallard,12,0,43,0,10,13,0,0,0,0,0,2,39,0,0,0,18,25,5,6,7,12,0,0,192
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,15,0,3,1,0,0,0,0,0,63
NigerianKnightmare,2,1,5,0,0,0,0,0,0,3,0,0,0,5,54,20,4,0,7,0,5,13,1,0,120
renavlt,116,47,87,0,0,0,0,0,0,0,11,0,10,1,29,38,7,26,6,6,0,19,7,2,412
Sicachu,167,151,133,0,0,0,0,0,3,9,0,22,2,11,64,90,120,91,1,5,40,83,0,0,992
soup,0,36,93,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,6,0,177
SwordMaster13X,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
Tatsumaki,1,4,14,0,0,0,1,0,1,0,7,0,2,1,14,1,1,1,0,1,0,1,7,2,59
Tavi,0,52,51,0,0,0,0,0,0,0,0,17,14,2,0,2,27,0,6,1,9,20,7,7,215
teepan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
The,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TK,33,45,46,0,0,0,0,0,0,0,0,0,1,28,84,15,4,3,37,16,14,9,16,8,359
vflytrappp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vulgorn,0,0,5,0,0,0,0,2,1,0,44,13,20,0,0,0,0,0,0,0,8,9,8,0,110
Wise,16,0,0,0,0,0,0,0,0,0,0,8,0,36,0,0,0,5,1,0,0,4,0,0,70
wlof,0,0,0,0,0,0,0,3,7,6,7,4,2,2,1,3,13,18,78,14,8,48,96,17,327
CECHAT,793,535,769,6,34,42,8,10,47,122,184,296,261,351,638,372,328,286,317,309,268,434,348,85,6843
