user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28
ari5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,24,6,17,127
bokchoiii,0,32,10,0,0,0,1,14,20,34,8,32,1,5,0,0,0,0,0,0,0,0,0,62,219
breezbot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6
breezyexcursion,7,0,0,0,0,0,0,0,0,20,37,48,8,21,7,0,8,0,10,40,33,110,38,36,423
Burnt,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39
cdorner,0,0,0,0,1,0,0,1,2,1,6,9,1,2,0,1,1,2,5,4,6,1,0,0,43
ChrasSC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Coolppl,0,0,0,0,0,0,0,0,6,20,0,0,4,1,3,0,2,2,0,12,16,4,3,9,82
daffadilio,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,21
evae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,45,87,0,0,140
Flam,19,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,5,5,0,2,66
Heyzeus,0,6,0,0,0,0,0,0,0,6,8,3,0,2,3,3,2,0,1,9,2,0,0,0,45
Hiten,0,0,0,0,0,0,0,0,0,14,16,1,7,5,0,1,2,0,5,0,5,141,12,3,212
jeremy,0,2,0,0,0,0,0,0,11,56,13,0,0,1,1,0,0,0,0,0,0,0,0,0,84
John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
Komb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,48,21,5,0,100
kono,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,64,104
MrMallard,9,7,7,2,0,0,0,4,53,35,11,0,0,0,0,0,6,5,0,0,0,0,2,8,149
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,21
renavlt,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,35,0,3,44
royal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
SaltyPirate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Sicachu,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Skullface,2,0,0,0,0,0,0,0,3,2,4,23,8,1,0,1,4,1,13,13,4,17,11,12,119
soup,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,8,0,47,9,10,93
Tatsumaki,0,2,0,0,0,0,0,5,2,1,3,0,0,0,0,2,2,3,3,2,2,4,4,4,39
TK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
Vulgorn,14,0,0,0,0,0,0,0,13,27,28,0,13,9,2,13,10,6,6,48,35,20,19,46,309
Wise,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,5,0,0,0,2,0,0,6,17
wlof,0,0,0,0,0,0,0,0,5,15,7,6,5,21,0,7,2,0,4,22,53,44,0,0,191
CECHAT,56,99,31,4,1,0,6,30,115,231,142,123,56,81,16,45,56,20,68,232,297,580,161,327,2777
