user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
adamwarlock2099,0,0,0,0,0,0,0,0,0,5,0,9,0,0,7,0,0,0,0,0,0,0,0,0,21
alexadorable,4,30,22,0,2,9,0,10,0,9,1,54,12,89,27,10,2,1,30,0,34,22,0,0,368
Armando,111,52,70,8,0,0,0,0,0,0,0,11,24,54,34,43,14,25,4,5,24,33,2,11,525
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6
bokchoiii,56,90,33,10,5,6,0,20,2,14,10,53,21,59,0,0,0,0,0,0,0,0,0,1,380
breezyexcursion,4,2,17,33,0,0,0,0,0,0,1,0,0,13,5,0,1,2,10,1,0,12,4,0,105
cdorner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,2,1,3,0,5,0,0,25
chained,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
ChrasSC,0,45,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,0,0,0,0,0,2,87
Chucky,19,0,0,0,0,0,0,0,0,2,3,0,0,18,0,0,0,0,0,0,0,0,0,0,42
crackprosh,0,54,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
daffadilio,33,50,53,18,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
DEKMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5
DragonPick,0,0,0,0,0,0,0,0,0,0,7,19,0,45,10,1,0,0,27,9,0,0,0,0,118
evae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
Flam,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,7,1,0,1,0,0,27
FriggleFraggles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18
Heyzeus,16,1,0,0,0,0,0,0,0,1,7,3,23,7,28,22,7,0,11,1,2,0,0,0,129
Hiten,0,0,0,0,0,0,0,0,0,19,4,2,57,7,51,52,8,20,9,5,2,0,23,28,287
Hosea,0,0,0,0,0,0,0,5,0,17,12,10,13,0,30,1,0,3,0,1,0,5,0,0,97
jeremy,18,0,51,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
John,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,73,17,13,5,31,9,0,153
MegaTech,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
MrMallard,0,3,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,17,0,0,0,32,0,0,62
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,7
NigerianKnightmare,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,48,0,0,0,0,0,0,0,0,54
renavlt,55,0,0,0,0,0,0,0,0,0,7,0,21,2,11,3,5,2,0,0,2,26,2,0,136
ridaoct17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24
SaltyPirate,5,0,3,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,9,14,44
Sicachu,65,18,1,0,0,0,0,0,0,0,0,0,41,25,44,34,13,30,0,0,0,52,2,0,325
Skullface,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,2,0,11,13,0,0,0,0,58
soup,48,6,3,0,0,0,0,0,0,0,0,0,0,0,0,32,2,47,0,0,0,5,5,0,148
Tatsumaki,4,3,2,0,0,1,0,0,0,2,10,0,0,3,4,0,1,2,1,0,0,0,0,0,33
TheSwaggersaurus,0,0,0,0,0,0,0,0,0,0,0,24,2,8,0,0,0,1,0,0,0,0,0,0,35
TK,1,0,0,0,0,0,0,0,0,0,0,0,3,57,114,10,0,29,0,0,20,0,0,0,234
Vulgorn,0,0,8,0,0,11,0,15,5,18,8,0,0,0,0,0,0,0,0,0,0,7,0,0,72
Wise,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,13,0,0,0,0,4,27
wlof,0,0,0,0,0,0,0,1,0,0,8,0,2,6,27,8,0,8,2,7,0,2,6,0,77
CECHAT,440,377,313,85,8,29,3,51,19,96,92,185,227,446,418,291,59,293,143,67,95,233,63,67,4100
