user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,0,0,0,0,0,0,6,5,23,13,56,48,68,0,32,0,1,0,0,0,0,0,0,252
Armando,5,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,2,66,26,39,7,8,3,3,172
bokchoiii,0,0,0,0,0,19,0,0,13,10,35,45,64,23,0,85,0,0,0,0,0,0,0,0,294
breezyexcursion,0,0,0,0,0,0,0,0,2,2,0,0,0,5,16,0,1,0,2,34,33,43,3,1,142
cdorner,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2,2,1,0,1,0,0,0,11
ChrasSC,1,5,4,3,0,0,0,0,0,0,0,0,0,33,13,1,0,0,0,0,0,0,0,0,60
crackprosh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
daffadilio,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
DragonPick,0,0,0,0,0,0,0,0,1,0,0,1,63,114,10,81,19,4,44,17,0,0,1,0,355
eheu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
Error1355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
evae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Flam,0,0,0,0,0,0,0,0,0,0,3,33,39,46,0,0,0,0,0,0,7,5,26,2,161
FriggleFraggles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,7,0,0,0,0,28
fvckboiipao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Heyzeus,3,0,0,0,0,0,0,1,7,1,3,0,23,5,0,4,14,18,8,17,14,22,2,3,145
Hiten,6,0,0,0,0,0,0,2,28,0,9,0,0,21,19,0,29,52,151,10,3,1,9,0,340
Hosea,0,0,0,0,0,0,0,0,4,2,13,3,7,0,13,6,6,13,5,8,1,0,0,0,81
jaimielovely,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
jeremy,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
John,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,11,12,4,0,42
Kamala_Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,0,0,0,0,0,0,0,0,0,60
Lewdgig,0,0,3,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,0,30,7,7,65
MegaTech,0,0,0,0,0,0,0,0,5,0,0,0,1,12,0,0,0,6,3,0,0,0,0,0,27
MrMallard,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,2,28,27,2,0,0,2,74
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,0,13,13,0,5,0,0,0,0,57
NigerianKnightmare,0,0,0,0,0,0,0,0,0,0,5,0,5,45,10,50,4,0,56,20,0,1,16,0,212
Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
renavlt,1,1,0,0,0,0,0,0,0,0,0,0,21,20,20,19,6,57,31,26,4,0,2,0,208
SaltyPirate,2,0,1,0,0,0,0,0,4,0,0,1,3,7,0,0,2,0,0,0,0,0,0,0,20
Sicachu,0,7,0,0,0,0,0,0,0,0,0,20,57,129,54,81,26,133,126,75,0,1,0,0,709
Skullface,1,0,0,0,0,0,0,0,5,13,0,3,0,61,0,0,0,0,0,10,0,2,13,0,108
soup,0,4,0,11,0,0,0,11,25,0,0,0,0,0,0,0,0,0,7,35,1,0,0,0,94
SwordMaster13X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
Tatsumaki,0,0,1,0,1,0,0,0,1,0,0,0,2,5,1,4,6,1,5,3,5,4,0,0,39
Tavi,0,0,5,0,0,0,0,0,0,0,0,4,8,0,0,0,9,74,0,0,0,0,0,0,100
teepan,0,0,0,0,0,0,0,0,0,0,0,0,50,17,5,13,0,0,0,0,0,0,0,0,85
TheSwaggersaurus,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,14
TK,0,0,0,0,0,0,0,0,0,0,0,1,10,9,0,0,0,0,0,14,12,6,0,0,52
uglybass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12
Vulgorn,4,0,0,0,0,11,0,0,0,0,0,0,53,51,0,0,0,0,0,0,0,1,0,0,120
Wise,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,21,0,0,0,1,0,2,10,0,58
wlof,0,0,0,0,0,0,1,0,3,3,3,1,41,1,22,8,1,22,44,18,11,11,0,0,190
CECHAT,26,20,17,22,1,30,6,33,110,54,84,180,517,710,260,405,149,476,572,371,117,150,98,18,4426
