user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,0,0,13,14,12,0,4,0,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,51
Armando,21,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
bokchoiii,39,84,15,60,108,11,0,0,0,0,0,65,53,50,9,30,22,16,0,0,0,0,27,0,589
breezyexcursion,1,67,1,0,0,0,0,0,0,0,2,29,34,1,2,8,24,15,3,31,8,47,20,0,293
cdorner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,1,0,0,0,0,11
ChrasSC,12,0,1,0,0,0,0,0,0,0,0,0,10,0,0,2,2,0,0,0,1,0,0,0,28
crackprosh,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DragonPick,0,0,0,0,0,0,0,0,2,0,0,0,0,5,7,23,32,5,10,2,11,1,0,0,98
Drewnami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
evae,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Flam,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,5
Heyzeus,19,49,10,0,0,0,0,0,0,0,0,14,20,6,2,5,3,3,28,28,10,20,20,0,237
Hiten,2,1,0,0,0,0,0,0,0,0,0,2,16,2,3,0,0,14,76,5,10,20,10,0,161
Hosea,0,9,0,0,0,0,0,2,2,1,0,2,2,0,2,10,0,0,0,0,0,0,5,0,35
John,0,0,0,0,0,0,0,0,2,0,0,9,4,26,10,0,0,13,0,27,25,13,5,0,134
Lewdgig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,0,17
Lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
MrMallard,3,1,7,44,66,0,0,62,51,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,268
Neoconkers,0,0,0,0,0,0,0,0,0,2,0,12,23,0,4,32,6,1,0,1,0,0,0,0,81
NigerianKnightmare,0,0,0,0,0,0,0,0,0,0,0,0,24,11,12,38,0,0,0,1,0,3,7,0,96
renavlt,0,1,1,0,0,0,0,0,0,0,8,1,4,5,1,3,0,1,2,1,3,3,8,0,42
SaltyPirate,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,24,20,0,8,7,5,3,0,0,82
Sicachu,0,19,8,0,0,0,0,0,0,0,6,60,69,42,31,26,16,11,54,24,10,68,41,0,485
Skullface,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3
soup,0,0,0,0,0,0,0,12,10,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,26
Tatsumaki,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,5,0,0,3,0,18
Tavi,0,0,4,13,2,6,0,34,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,67
teepan,0,0,0,25,8,0,0,22,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,81
TK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,5,0,28
Vulgorn,1,1,0,1,0,0,0,27,59,4,5,37,5,0,0,0,0,0,0,0,2,0,0,0,142
Wise,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,3,6,13,17,9,19,0,76
wlof,0,0,0,0,0,0,0,0,0,3,21,25,15,74,24,72,2,7,11,59,0,1,0,0,314
znnsk,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CECHAT,99,234,53,161,198,30,0,168,148,10,53,257,288,235,125,279,137,89,202,220,119,223,192,0,3520
