user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,0,0,0,1,15,0,0,9,12,7,1,0,10,12,0,0,0,95,0,0,0,0,0,162
bokchoiii,0,0,0,0,0,0,0,0,5,11,22,33,2,33,95,1,0,0,0,0,0,0,0,15,217
breezbot,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,10,1,16
breezyexcursion,1,4,2,0,0,0,0,0,0,0,0,12,3,37,14,1,0,3,44,34,1,34,143,24,357
Burnt,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
cdorner,0,0,0,0,0,0,0,0,0,0,8,0,1,0,14,9,1,2,2,2,4,0,3,0,46
Coolppl,0,0,0,0,0,2,0,0,1,6,0,0,0,0,7,0,0,0,0,0,9,0,0,0,25
daffadilio,0,0,0,0,0,0,0,0,0,0,0,0,55,30,0,0,0,0,0,0,0,0,0,0,85
evae,7,5,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,8,22,47
FLEECE,2,2,10,0,4,10,21,7,5,0,17,1,20,33,3,0,0,0,0,0,0,0,0,0,135
Heyzeus,4,0,0,0,0,0,0,0,0,0,0,3,0,7,14,10,11,1,39,46,24,46,44,22,271
Hiten,0,0,0,0,0,0,0,0,1,4,11,54,11,10,28,1,39,0,27,21,47,46,96,16,412
j,0,0,0,0,0,0,8,8,0,0,3,4,10,0,0,0,0,0,3,0,0,10,80,41,167
John,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,44,30,62,22,81,13,263
MegaTech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
Neoconkers,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Pers,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
renavlt,11,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,22,11,4,15,40,5,122
SaltyPirate,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,0,0,2,0,0,12
Sicachu,26,0,0,0,0,0,0,0,0,0,4,38,3,6,16,3,24,14,61,37,47,51,47,5,382
Skullface,0,0,0,0,5,65,7,13,2,25,28,8,26,0,5,4,11,0,0,3,5,9,20,34,270
soup,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,3,0,0,11,0,3,0,23,2,65
Tatsumaki,0,3,0,0,0,0,2,0,0,0,0,4,2,1,0,0,1,0,7,2,2,4,5,2,35
teepan,0,0,0,2,0,0,0,0,0,23,18,11,8,0,0,3,1,0,0,0,0,0,0,0,66
TK,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,5,2,45,3,5,13,125,3,255
Vulgorn,0,2,0,0,11,56,39,23,13,18,25,12,46,44,11,3,4,1,6,3,9,19,20,25,390
Wise,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,3,0,0,15
wlof,0,0,0,0,0,0,0,2,1,0,5,42,0,36,21,14,12,29,97,61,49,59,79,21,528
CECHAT,51,21,18,3,21,148,93,53,37,112,148,224,189,314,263,52,117,60,508,253,271,333,824,251,4364
