user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,0,0,1,0,0,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,9
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bokchoiii,0,29,68,0,0,0,0,0,2,0,2,0,2,0,0,0,0,13,0,0,57,23,7,0,203
breezyexcursion,0,0,0,0,0,0,0,0,0,2,10,13,48,38,6,29,24,71,46,41,36,32,9,32,437
Burnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
cdorner,4,0,0,0,0,0,0,0,1,0,0,8,29,4,0,0,0,1,0,14,0,1,0,7,69
Chev427BB,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ChrasSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
Coolppl,0,0,0,0,0,0,0,0,0,0,3,27,12,1,0,0,1,0,0,1,8,0,0,0,53
crackprosh,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
daffadilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
damien,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flam,0,4,0,4,0,1,12,9,0,6,0,0,0,0,0,0,13,0,0,4,4,5,0,0,62
Heyzeus,0,22,31,0,0,0,0,0,0,0,0,2,4,19,5,16,8,18,36,31,25,1,13,9,240
Hiten,2,36,0,0,0,0,0,0,0,0,0,15,15,19,12,2,31,4,42,25,16,1,1,9,230
jeremy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,89,7,23,128
John,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,0,10,30,0,0,0,0,2,51
Lewdgig,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,6,47
MrMallard,1,0,0,0,0,0,0,3,18,14,8,4,3,0,0,0,0,0,0,0,0,0,0,1,52
My_Own_Persona,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,3,0,0,0,0,10
Nightmaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,22
Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
renavlt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,13,36,1,2,0,55
SaltyPirate,1,18,0,0,0,0,0,0,0,0,0,16,6,0,4,0,2,0,0,0,0,9,0,0,56
Sicachu,9,29,28,0,0,0,0,0,0,0,0,2,0,7,0,9,12,39,10,27,35,8,7,44,266
Skullface,0,0,0,0,0,0,3,0,0,2,1,3,3,5,0,0,0,0,0,2,0,1,0,0,20
Tatsumaki,0,0,0,0,0,0,1,1,1,1,2,2,1,2,2,1,1,0,0,0,3,3,2,2,25
Tavi,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
themmons,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
TK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,30,41,11,0,101
Vulgorn,0,0,0,0,0,0,0,4,7,6,18,45,9,5,5,6,0,0,0,0,0,0,0,20,125
wlof,0,0,0,0,0,0,0,0,0,0,0,49,30,12,40,14,25,69,77,62,29,28,4,31,470
CECHAT,20,142,137,5,0,2,22,20,29,31,47,193,162,114,79,101,119,228,244,233,318,267,73,186,2772
