user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
adamwarlock2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
alexadorable,0,0,1,11,0,0,0,42,29,27,18,22,0,0,0,27,0,2,0,53,0,0,0,0,232
Armando,97,50,17,29,6,0,0,0,0,0,0,0,16,11,67,60,10,67,46,43,20,10,38,41,628
Ashtar_Sheron_GLF,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
bezel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
bokchoiii,0,0,0,0,0,0,1,30,127,56,26,42,0,0,0,0,0,8,20,57,3,0,0,0,370
breezyexcursion,0,0,0,14,7,0,0,0,15,0,0,5,0,18,35,48,1,15,57,3,18,13,3,64,316
cdorner,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,9
ChrasSC,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,17,0,57
DragonPick,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,89,0,2,47,0,0,0,0,0,150
Drewnami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3
evae,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,18
Flam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,8,0,18
GitHub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
gna647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Heyzeus,14,0,0,0,0,0,1,0,2,28,1,9,5,5,12,16,23,1,10,5,5,0,6,34,177
Hiten,13,0,0,0,0,0,0,0,0,43,11,6,3,23,1,157,53,4,59,0,0,1,14,4,392
Hosea,4,0,0,0,0,0,0,4,5,8,12,26,7,18,33,11,11,0,0,0,0,0,0,0,139
jaimielovely,0,0,0,0,0,0,0,0,107,3,0,0,0,0,0,0,3,0,0,0,118,27,0,0,258
jeremy,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22
John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,38,82,24,47,10,4,0,231
Lewdgig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
MegaTech,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,8
MrMallard,18,0,0,0,0,8,0,0,2,5,1,0,0,0,0,0,9,19,24,31,0,21,0,9,147
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,22,16,50,0,0,0,0,0,111
NigerianKnightmare,0,64,0,0,0,0,0,0,0,22,10,0,0,7,5,38,0,0,2,4,0,6,19,0,177
Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
renavlt,39,0,0,0,0,0,0,0,0,0,0,0,16,4,43,0,0,12,3,3,0,2,7,6,135
SaltyPirate,0,0,0,0,0,0,0,0,21,0,0,3,2,0,5,8,0,0,0,0,0,0,0,0,39
Sicachu,41,0,9,5,0,0,0,0,0,0,0,4,40,56,114,200,25,14,68,16,16,0,10,43,661
soup,25,2,0,0,0,0,0,0,0,0,0,0,0,0,64,16,0,3,0,0,0,0,0,0,110
Tatsumaki,0,0,0,3,4,0,0,0,2,1,1,0,0,1,8,0,1,4,8,16,0,4,49,0,102
Tavi,2,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,58
teepan,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
TheSwaggersaurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,4,21,16,49
TK,44,0,0,0,0,0,0,0,0,0,0,16,25,6,6,20,21,3,32,23,0,8,0,25,229
Vulgorn,0,7,0,0,0,6,1,5,18,6,4,0,15,0,0,0,0,0,0,0,0,0,0,0,62
Wise,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,11,18,2,17,31,3,11,0,101
wlof,0,0,0,0,0,0,0,0,5,2,20,9,39,47,41,32,32,9,21,11,39,13,3,6,329
CECHAT,301,159,38,79,24,16,6,138,337,202,106,144,168,211,451,746,260,237,547,359,303,134,220,250,5436
