user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,0,0,0,0,0,2,5,20,0,1,0,0,0,0,0,11,5,0,21,2,0,0,0,67
Armando,14,17,1,2,3,1,0,0,0,0,0,0,0,4,4,12,17,9,12,2,0,13,0,0,111
Ashtar_Sheron_GLF,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
bezel,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16
bokchoiii,0,0,0,0,11,1,0,0,0,0,0,0,0,12,7,1,1,18,0,0,0,0,0,5,56
breezyexcursion,25,0,0,0,0,0,0,0,1,3,20,2,50,0,4,6,2,18,33,69,74,52,2,44,405
cdorner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,2,0,0,2,3,0,19
ChrasSC,0,0,0,0,0,0,0,0,0,0,1,1,18,37,18,25,10,0,0,0,9,9,0,0,128
Coolppl,0,0,0,0,0,0,0,5,28,13,9,13,21,0,18,30,7,0,0,0,0,10,2,0,156
crackprosh,0,6,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,30
daffadilio,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18
Error1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,22
evae,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,17
Flam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,12,0,7,0,0,35
GitHub,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Heyzeus,27,0,0,0,0,0,0,0,0,0,0,1,0,21,19,22,19,11,10,0,2,5,10,4,151
Hiten,0,0,0,0,0,0,0,0,2,23,24,27,34,128,40,68,11,0,0,2,21,46,30,7,463
John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,20,0,0,29
Lewdgig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
MrMallard,4,10,0,3,0,2,3,7,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,39
NigerianKnightmare,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,23,54,0,35,12,5,3,0,0,144
Nightmaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
Nightmaker/kuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Paul,3,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,9,0,0,0,0,18
renavlt,0,0,0,0,0,0,0,0,0,0,0,15,8,0,1,22,1,0,1,0,0,0,1,0,49
SaltyPirate,1,0,0,0,0,0,0,0,1,0,0,0,13,2,0,0,0,9,0,0,30,7,0,0,63
Sicachu,26,21,18,1,2,0,0,0,0,1,0,16,26,123,17,99,0,0,9,0,35,8,27,4,433
Sirkuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Skullface,0,0,0,0,0,0,2,0,23,0,0,2,0,42,0,0,0,0,0,0,0,0,0,0,69
Tatsumaki,4,2,0,1,0,0,0,0,0,0,15,6,0,3,0,0,10,5,0,2,1,0,0,0,49
Tavi,15,25,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60
teepan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
themmons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,7
TheSwaggersaurus,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,2,2,0,3,4,0,49
TK,1,0,0,0,0,0,0,0,0,0,0,0,42,85,0,4,58,39,0,3,0,0,14,0,246
Ultimate,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,2,4,0,5,0,0,0,0,0,21
Vulgorn,7,0,0,0,1,3,0,9,8,5,20,4,29,27,0,0,0,0,0,0,0,2,0,0,115
wlof,0,0,0,0,0,0,0,3,1,0,0,1,10,13,31,12,14,5,27,0,5,0,0,0,122
CECHAT,159,95,44,15,22,7,7,29,84,51,108,92,256,500,162,348,231,166,136,166,198,191,97,80,3244
