user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
adamwarlock2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,8
alexadorable,0,0,0,74,35,33,32,0,0,0,65,57,1,0,0,0,0,0,0,20,0,0,0,0,317
Armando,15,0,2,45,69,2,0,0,0,0,0,0,65,37,20,37,26,28,14,37,2,3,22,69,493
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
bokchoiii,0,0,7,107,116,79,109,0,2,0,40,55,190,43,73,154,204,73,14,0,0,0,0,3,1269
breezyexcursion,0,0,0,0,87,6,0,0,0,2,0,12,9,26,14,3,0,5,15,1,0,2,0,16,198
cdorner,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,7,1,5,0,0,0,35
ChrasSC,2,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,1,0,0,0,0,0,0,0,39
crackprosh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,7
daffadilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,11
DragonPick,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,11,42,3,4,0,0,0,0,81
Drewnami,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
evae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40
Flam,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,14
FriggleFraggles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,34
Heyzeus,0,0,0,0,0,0,0,0,0,0,1,0,64,25,17,71,46,0,0,0,4,2,3,1,234
Hiten,19,0,0,0,0,0,0,0,0,2,18,29,139,63,40,101,46,0,0,2,1,1,4,1,466
Hosea,2,0,0,0,0,0,1,1,7,8,10,0,0,0,2,9,14,21,3,0,3,0,2,0,83
jaimielovely,0,0,0,0,65,112,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,248
jeremy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
John,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0,0,5,6,14,0,85
Lewdgig,0,5,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,43
MegaTech,0,0,0,0,0,0,0,0,4,3,0,2,0,0,0,0,3,7,0,0,0,0,0,4,23
MrMallard,5,1,0,57,21,13,13,7,0,0,0,0,68,29,0,0,0,0,0,0,0,0,0,1,215
NigerianKnightmare,0,0,0,0,0,0,0,0,0,0,0,16,44,30,12,23,0,0,0,0,0,0,0,6,131
renavlt,0,0,0,0,0,0,0,0,0,0,6,9,54,31,13,17,28,28,7,21,0,0,0,13,227
ridaoct17,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,30,3,0,0,0,0,0,49
SaltyPirate,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,9
Sicachu,8,0,0,0,0,0,0,0,0,0,48,19,207,91,107,163,166,6,24,0,0,3,0,0,842
Skullface,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,7
soup,0,0,0,0,0,3,17,3,1,0,0,0,0,0,0,0,29,26,15,0,0,0,0,0,94
Tatsumaki,1,0,0,2,2,0,0,0,0,2,3,6,2,5,2,2,8,5,1,12,0,0,1,4,58
Tavi,7,0,0,0,6,0,0,0,0,0,0,0,57,10,9,27,13,17,19,0,0,0,0,6,171
teepan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,0,0,50
TheSwaggersaurus,0,0,0,0,0,0,0,0,0,0,15,0,3,2,6,0,0,0,0,0,0,0,5,0,31
TK,0,0,0,0,0,0,0,0,0,0,0,0,42,48,0,0,6,0,0,0,0,0,1,2,99
treewojima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
vflytrappp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Vulgorn,0,0,0,0,0,0,0,0,0,9,26,63,0,0,0,0,0,0,0,0,0,0,0,0,98
Wise,4,0,0,0,0,0,0,0,0,0,0,0,0,33,4,24,0,1,0,8,0,0,0,0,74
wlof,0,0,0,0,0,0,0,0,0,3,0,0,6,6,20,50,0,0,9,0,7,5,3,22,131
CECHAT,87,7,12,314,401,248,243,11,14,31,236,268,984,498,368,689,744,314,137,108,28,36,61,192,6031
