user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,0,0,0,0,0,11,4,3,0,0,0,107,46,5,6,3,2,0,0,0,0,0,0,187
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
bezel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,7
bokchoiii,0,0,0,2,23,0,6,0,0,0,0,16,151,3,0,0,0,0,0,0,0,0,14,0,215
breezbot,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,8,0,1,0,0,15
breezyexcursion,0,0,0,0,0,0,0,0,0,0,3,15,37,23,3,30,0,0,0,10,4,5,4,3,137
Burnt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,11,20,10,62
cdorner,0,0,0,0,0,0,0,0,0,0,2,9,1,26,0,10,48,10,1,4,2,7,10,0,130
ChrasSC,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,4
Coolppl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,5,5,1,0,1,20,0,0,47
crackprosh,3,0,3,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31
daffadilio,14,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,17,45,0,21,4,0,109
Damage,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
DEKMS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EsuMark,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
Flam,0,13,5,4,0,0,0,0,0,0,0,0,14,29,3,50,8,3,2,1,148,84,29,17,410
GitHub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,8,0,0,12
Heyzeus,2,5,0,0,0,0,0,0,0,0,0,3,13,3,0,10,25,0,0,0,1,16,21,2,101
Hiten,0,2,0,0,0,0,0,0,0,0,0,0,33,3,9,80,69,0,2,28,29,40,42,3,340
jeremy,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
jetsonisajet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
joestarrr,0,0,7,0,13,10,0,0,0,0,0,0,11,47,5,17,31,12,2,5,85,49,15,0,309
John,19,0,0,0,0,0,0,0,6,7,0,0,47,26,0,0,22,28,38,17,60,89,4,0,363
Komb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
Lewdgig,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MegaTech,5,13,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,21
MrMallard,0,0,0,2,0,0,0,0,0,0,30,11,46,63,4,0,0,0,0,0,0,0,0,0,156
Neoconkers,0,0,0,0,0,0,0,0,0,0,6,5,25,18,9,0,0,0,0,0,24,18,0,0,105
renavlt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,5,2,4,4,0,1,2,2,39
SaltyPirate,12,15,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,37
Sicachu,2,0,5,6,0,0,0,0,0,0,0,0,3,21,0,61,74,4,20,12,4,91,22,8,333
Skullface,0,1,0,0,0,0,0,0,2,13,2,2,235,0,0,0,5,0,0,0,17,29,15,0,321
soup,0,0,10,0,6,6,0,0,0,0,0,0,0,0,0,0,24,0,44,3,17,0,0,0,110
Tatsumaki,0,1,0,0,1,0,0,0,2,0,3,0,3,4,0,0,2,0,3,4,3,4,1,1,32
themmons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4
TK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,63,0,10,157
Vulgorn,5,0,30,3,0,18,0,9,15,2,23,9,58,94,44,102,64,38,65,26,96,45,0,0,746
wlof,0,0,0,0,0,0,0,0,3,0,4,18,13,36,10,53,57,5,22,29,16,49,6,0,321
CECHAT,87,50,68,20,54,50,20,13,31,22,75,90,811,447,105,442,442,110,227,223,605,654,209,56,4911
