user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
adamwarlock2099,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,34
alexadorable,0,0,0,32,134,20,124,161,110,7,127,12,54,39,29,96,16,1,28,0,7,0,0,0,997
Armando,87,70,17,40,94,1,0,0,0,0,0,0,75,40,35,22,0,23,16,0,2,2,0,0,524
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,16
bokchoiii,226,48,55,185,237,25,154,92,163,6,95,168,181,32,52,122,116,30,0,0,0,0,0,0,1987
breezyexcursion,118,18,0,0,0,0,0,0,1,6,0,0,10,51,1,0,2,4,2,0,28,15,0,0,256
cdorner,0,0,0,0,0,3,0,0,0,0,0,0,14,8,7,0,3,0,1,2,0,0,0,0,38
chained,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14
ChrasSC,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34
Chucky,0,0,0,0,0,0,0,0,0,0,0,0,13,32,5,0,3,0,11,3,3,4,0,0,74
cmc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12
DragonPick,0,0,0,0,0,0,0,0,5,1,0,0,64,13,47,71,3,0,10,7,0,0,0,0,221
Drewnami,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
evae,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Flam,20,2,1,19,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,7,0,0,0,58
gna647,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Heyzeus,33,2,0,0,0,0,0,0,0,0,20,23,57,3,17,0,0,21,2,1,9,2,0,0,190
Hiten,0,0,0,0,0,0,8,16,0,0,65,5,106,0,0,29,60,39,0,1,10,10,0,0,349
Hosea,0,0,0,0,0,0,11,37,7,3,5,2,0,0,15,7,11,5,1,1,0,0,0,0,105
jeremy,30,0,41,1,0,0,0,52,0,0,0,0,0,45,51,0,0,0,0,4,0,0,0,0,224
John,0,0,0,0,0,0,0,0,0,7,0,0,31,0,0,22,38,14,0,0,0,0,0,0,112
Lewdgig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
MegaTech,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MrMallard,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,6
NigerianKnightmare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,7
renavlt,71,45,0,0,0,0,0,0,0,0,2,47,14,21,25,10,18,14,9,0,3,0,0,0,279
ridaoct17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SaltyPirate,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,8,0,0,0,0,1,8,0,0,23
Sicachu,170,49,51,92,0,0,0,0,0,0,0,78,76,24,39,21,40,0,0,0,0,0,0,0,640
Skullface,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
soup,0,0,27,0,51,19,34,23,0,0,14,25,26,11,5,0,0,0,0,0,3,0,0,0,238
Tatsumaki,7,1,3,0,0,1,3,1,8,0,3,0,0,3,4,2,5,0,8,0,0,0,0,0,49
teef,3,45,1,8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,60
TheSwaggersaurus,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4
TK,92,7,15,121,0,0,0,0,0,0,0,0,36,71,33,0,8,0,8,1,5,6,0,0,403
Tsahal,0,0,0,0,0,7,47,41,27,12,35,52,18,0,0,0,0,0,0,0,0,0,0,0,239
Vulgorn,4,0,28,0,0,0,0,50,64,8,86,0,0,0,0,0,0,0,0,0,0,0,0,0,240
wlof,0,0,0,0,0,0,0,9,1,2,0,0,16,0,6,37,5,1,16,5,13,0,0,0,111
Zodd3224,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8
CECHAT,962,340,268,502,554,76,381,496,388,53,468,423,824,403,371,458,335,159,127,30,95,48,0,0,7761
