user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
adamwarlock2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,0,0,52
alexadorable,0,0,0,1,0,0,0,0,2,23,7,5,1,0,14,0,5,0,3,40,0,0,0,0,101
Armando,10,11,3,5,1,0,0,0,0,0,0,0,0,0,45,11,53,29,25,83,11,12,83,24,406
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,30,13,0,0,0,0,0,0,58
bokchoiii,0,4,11,1,0,0,0,0,37,57,2,131,10,0,11,4,17,13,0,9,0,0,0,0,307
breezyexcursion,0,0,0,0,0,0,0,0,1,3,7,0,12,23,0,1,25,7,4,0,11,21,33,0,148
cdorner,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,8,2,0,0,0,5,1,4,1,26
ChrasSC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,2,0,0,0,0,0,13
crackprosh,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
DragonPick,0,0,0,0,0,0,0,0,20,0,0,0,0,14,28,4,56,108,2,8,0,0,15,0,255
Flam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Flowing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9
FriggleFraggles,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,11,0,0,0,0,28
Heyzeus,0,0,0,0,0,0,0,0,0,0,0,2,13,25,12,7,3,25,4,42,7,11,3,1,155
Hiten,0,0,0,0,0,0,0,0,0,58,8,8,39,84,16,63,30,0,0,0,0,0,0,10,316
Hosea,0,0,0,0,0,0,0,0,0,20,1,17,9,0,7,17,15,11,1,8,2,0,0,0,108
John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,20,52,7,10,0,101
Lewdgig,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14
MegaTech,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,6,0,0,0,0,0,0,12
MrMallard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,7
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,22
NigerianKnightmare,0,0,0,0,0,0,0,0,0,33,15,9,2,13,6,2,33,2,0,0,0,0,20,0,135
renavlt,4,0,2,0,0,0,0,0,0,0,0,1,5,7,22,3,33,17,15,37,1,7,15,0,169
SaltyPirate,0,0,1,4,0,0,0,0,0,0,0,0,0,4,0,1,12,2,0,0,0,0,0,0,24
Sicachu,36,6,3,0,0,0,0,1,4,0,0,90,48,96,23,35,77,77,38,94,43,22,2,4,699
soup,20,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,82,0,9,14,0,154
Tadg30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,20,0,0,0,0,1,4,0,50
Tatsumaki,0,1,0,0,0,0,0,0,0,2,1,0,0,1,4,3,6,2,0,0,0,0,0,0,20
Tavi,30,0,0,0,0,0,0,0,0,0,0,0,6,0,41,10,4,0,3,12,3,1,26,25,161
TheSwaggersaurus,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
TK,0,0,0,0,0,0,0,0,0,0,0,0,22,38,1,22,80,2,0,0,0,1,11,0,177
vflytrappp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Vulgorn,0,0,0,0,0,0,0,6,13,0,6,15,14,55,0,0,0,0,0,0,0,0,0,0,109
Wise,1,0,0,0,0,0,0,0,0,0,0,0,0,29,13,0,1,0,39,3,13,8,3,1,111
wlof,0,0,0,0,0,0,3,0,8,4,0,2,13,24,15,26,27,52,7,11,15,7,0,0,214
CECHAT,102,69,22,13,1,2,3,7,85,212,51,286,198,414,279,233,531,376,168,460,221,131,243,69,4176
