user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
Ascended,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,31,5,3,0,1,10,84,2,3,148
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
bokchoiii,0,3,1,9,9,42,39,60,10,43,0,129,98,138,17,129,45,6,56,62,0,0,0,0,896
breezbot,0,0,1,0,0,0,0,3,0,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,11
breezyexcursion,0,0,0,0,0,0,0,0,0,0,3,8,18,24,6,4,0,1,0,25,34,37,24,0,184
cdorner,0,0,0,0,0,0,4,6,1,5,3,3,26,21,1,0,3,4,6,8,12,3,9,5,120
charitwo,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9
ChrasSC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,13
Coolppl,0,0,0,0,0,7,0,0,0,6,3,4,10,2,0,3,2,13,0,0,3,0,0,0,53
daffadilio,0,0,0,0,0,0,0,7,0,0,0,0,1,79,0,0,0,0,0,0,0,0,0,0,87
Drewnami,0,0,0,0,6,57,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
Error1355,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
evae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,16
Flam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,12,8,0,43,5,4,76
Heyzeus,0,0,0,0,0,0,0,3,0,2,2,10,3,0,0,10,30,17,8,22,17,63,22,0,209
Hiten,0,0,0,0,0,0,0,0,0,9,1,31,12,96,1,65,41,12,36,29,48,162,25,0,568
jeremy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
joestarrr,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,26
Komb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
lapiz,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9
MegaTech,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,18
MrMallard,0,0,0,0,0,2,1,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,13
renavlt,0,0,0,0,0,0,0,0,0,0,0,33,1,1,0,0,0,1,11,36,14,5,1,0,103
SaltyPirate,0,0,0,0,0,13,7,9,0,0,0,0,0,0,2,11,2,19,1,0,0,11,0,0,75
Sicachu,3,0,0,0,0,0,0,12,0,0,5,52,2,2,0,29,9,0,49,97,38,36,30,4,368
Skullface,3,0,0,0,2,0,0,16,50,25,8,17,23,51,0,0,0,12,5,0,3,73,35,17,340
soup,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,4,25,2,2,31,0,0,0,2,74
Tatsumaki,0,0,0,0,0,1,1,2,0,0,0,3,3,10,1,5,0,1,1,0,6,1,0,1,36
TK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,0,51
VirtualAi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
Vulgorn,0,0,1,0,0,0,2,30,38,13,2,13,9,78,5,4,6,17,22,20,15,54,0,0,329
wlof,0,0,0,0,0,0,0,2,0,9,0,1,0,0,0,0,4,0,30,50,29,100,0,0,225
CECHAT,6,4,4,9,22,125,109,152,120,112,38,323,207,521,41,306,174,128,245,390,236,718,188,36,4214
