user,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,TOTAL
alexadorable,0,0,0,0,0,10,4,4,0,0,0,14,3,5,3,3,1,133,21,0,0,0,0,0,201
Armando,28,29,20,1,3,5,0,0,0,0,0,32,1,27,1,3,0,4,28,11,2,9,0,7,211
Ashtar_Sheron_GLF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8
bokchoiii,18,64,32,10,0,0,0,0,0,0,8,98,15,0,0,0,0,0,59,11,18,38,5,2,378
breezyexcursion,0,0,0,0,0,0,0,0,1,0,1,0,1,57,0,78,0,0,31,19,8,11,4,16,227
cdorner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,10,1,0,0,0,1,0,0,47
chained,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10
ChrasSC,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,37
Chucky,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,8,5,69,0,1,0,7,5,0,131
DragonPick,0,0,0,0,0,0,0,0,0,6,0,0,0,4,14,36,15,74,8,0,0,0,0,0,157
evae,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,22
Flam,0,14,2,24,1,10,18,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,79
FriggleFraggles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19
fvckboiipao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Heyzeus,0,0,0,0,0,0,0,0,0,5,1,11,15,21,0,49,8,0,0,0,0,6,2,10,128
Hiten,0,0,0,0,0,0,0,0,0,10,5,22,11,27,41,123,26,39,20,38,25,10,5,0,402
Hosea,0,0,0,0,0,0,0,0,1,7,6,43,5,0,1,0,23,18,0,0,0,4,0,0,108
jeremy,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,30,0,0,0,98
John,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,69,22,33,92,31,0,0,252
Lex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
MegaTech,0,0,0,0,0,0,0,0,8,15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,33
Moosick,0,0,0,0,0,0,0,0,0,0,0,0,2,39,3,15,57,15,0,0,0,0,0,0,131
MrMallard,3,9,16,24,0,0,0,0,9,34,28,0,0,0,0,0,0,0,0,0,1,0,0,0,124
Neoconkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
NigerianKnightmare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
renavlt,17,28,1,0,0,0,0,0,0,0,0,8,8,28,1,9,16,20,44,1,0,4,1,6,192
SaltyPirate,5,19,0,0,3,0,0,0,8,11,12,3,0,1,3,6,5,0,0,0,0,0,0,0,76
Sicachu,34,45,7,0,0,0,0,0,0,0,0,0,3,42,0,71,0,129,112,24,0,0,0,0,467
Skullface,0,0,0,0,0,0,0,0,0,0,4,40,16,0,21,9,5,0,0,43,25,31,2,0,196
soup,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,10,0,7,8,109
Tatsumaki,5,0,0,1,0,0,0,0,3,0,0,10,0,0,1,2,2,4,4,1,0,7,1,0,41
teef,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,3,1,6,2,4,37
TheSwaggersaurus,1,8,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,1,1,0,0,19
TK,0,1,1,0,0,0,0,0,0,0,0,0,11,45,21,16,3,21,21,2,0,12,4,3,161
Tsahal,0,0,0,0,0,11,17,11,11,24,0,5,0,0,13,0,0,0,0,0,0,0,0,0,92
Vulgorn,3,4,0,0,5,0,0,0,2,1,2,28,0,0,0,0,0,0,0,0,0,3,0,0,48
wlof,0,0,0,0,0,0,0,0,1,4,2,14,2,14,0,0,0,0,24,4,18,0,0,0,83
znnsk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
Zodd3224,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17
CECHAT,149,236,91,65,12,36,39,19,44,121,88,334,101,348,126,471,193,603,476,277,256,196,38,61,4380
